state,bin,pcn,group_number,plan_type,plan_subtype,pbm_name,plan_name,mco_name,confidence,source,source_date,notes
GA,004336,MCAIDADV,RXWCGA,MEDICAID_MCO,,CVS Caremark,WellCare of Georgia (Georgia Families),WellCare / Centene,MEDIUM,https://medicaid.georgia.gov/document/publication/georgia-families-quick-reference-pharmacy-guide/download,2023-01-01,WellCare GA part of Centene family; BIN 004336 MCAIDADV pattern consistent; group RXWCGA unconfirmed — verify with WellCare GA provider portal
NC,610242,781640064,NCMCDAID,MEDICAID_FFS,,Prime Therapeutics (transitioning from NCTracks),NC Medicaid Direct,NC DHHS Division of Health Benefits,HIGH,https://medicaid.ncdhhs.gov/blog/2026/03/02/transition-pharmacy-benefit-administrator-nc-medicaid-direct,2026-03-02,BIN 610242 PCN 781640064 confirmed for NC Medicaid Direct; effective May 2 2026 routes to Prime Therapeutics; same BIN/PCN retained from prior NCTracks system
NC,020107,NC,8473,MEDICAID_MCO,,Carelon Rx,Healthy Blue NC Medicaid,Healthy Blue / Blue Cross NC,HIGH,https://www.healthybluenc.com/medicaid/pharmacy,2025-04-01,RXBIN 020107 RXPCN NC RXGRP 8473 confirmed for Healthy Blue NC Medicaid; Carelon Rx (Anthem subsidiary) PBM
NC,610494,4949,ACUNC,MEDICAID_MCO,,OptumRx,UnitedHealthcare Community Plan NC Medicaid,UnitedHealthcare,HIGH,https://business.optum.com/content/dam/optum3/professional-optumrx/resources/payer-sheets/d-0-payer-sheet-2025-commercial-v01012025.pdf,2025-01-01,BIN 610494 PCN 4949 Group ACUNC confirmed in OptumRx 2025 payer sheet for UHC NC Community Plan Medicaid
NC,004336,MCAIDADV,RX5480,MEDICAID_MCO,,CVS Caremark / ESI,Carolina Complete Health NC Medicaid,Carolina Complete Health / WellCare / Centene,MEDIUM,https://network.carolinacompletehealth.com/resources/pharmacy.html,2025-04-01,BIN 004336 PCN MCAIDADV Group RX5480 sourced from historical CCH billing data; ESI also noted as processor — verify current BIN with CCH provider portal
NC,019595,06030000,,MEDICAID_MCO,,PerformRx,AmeriHealth Caritas NC Medicaid,AmeriHealth Caritas,MEDIUM,https://www.amerihealthcaritasnc.com/provider/pharmacy/index.aspx,2025-04-01,AmeriHealth Caritas uses PerformRx BIN 019595 PCN 06030000 confirmed nationally (LA); same PBM for NC — group not used; verify with AmeriHealth Caritas NC provider portal
VA,010900,8263342243,VAMEDICAID,MEDICAID_FFS,,Magellan Rx Management,Virginia Medicaid FFS,DMAS,HIGH,https://www.dmas.virginia.gov/media/mtilqyah/health-plan-rx-bin-and-pcn-numbers.pdf,2023-07-01,BIN 010900 PCN 8263342243 Group VAMEDICAID confirmed in official DMAS Health Plan Rx BIN and PCN Numbers document
VA,610591,ADV,RX8837,MEDICAID_MCO,,CVS Caremark,Aetna Better Health of Virginia (Cardinal Care),Aetna Better Health,HIGH,https://www.dmas.virginia.gov/media/5987/bin-pcn-group-numbers-7-1-2021-optima-changes-7-2023.pdf,2023-07-01,BIN 610591 RxPCN ADV Group RX8837 confirmed in DMAS BIN/PCN table; Aetna Medicaid Virginia Cardinal Care
VA,020107,FM,WQWA,MEDICAID_MCO,,Carelon Rx,Anthem HealthKeepers Plus Virginia (Cardinal Care),Anthem / Elevance,HIGH,https://www.dmas.virginia.gov/media/5987/bin-pcn-group-numbers-7-1-2021-optima-changes-7-2023.pdf,2023-07-01,BIN 020107 RxPCN FM Group WQWA confirmed in DMAS BIN/PCN table for Anthem HealthKeepers Plus
VA,016523,63348286,MCCVARX,MEDICAID_MCO,,Molina Rx,Molina Complete Care Virginia (Cardinal Care - HISTORICAL),Molina Healthcare,HIGH,https://www.dmas.virginia.gov/media/5987/bin-pcn-group-numbers-7-1-2021-optima-changes-7-2023.pdf,2023-07-01,HISTORICAL ONLY — Molina exited VA Medicaid June 30 2025; members auto-enrolled in Humana July 1 2025; retain for DOS prior to 7/1/2025
VA,610649,03191507,VAHL,MEDICAID_MCO,,Humana Pharmacy,Humana Healthy Horizons Virginia (Cardinal Care - NEW),Humana,MEDIUM,https://provider.humana.com/medicaid/virginia-medicaid/pharmacy,2025-07-01,Humana replaced Molina in VA Cardinal Care July 1 2025; BIN 610649 confirmed Humana Medicaid; PCN 03191507 noted for Humana VA — verify group with Humana VA provider portal
VA,610494,4900,ACUVA,MEDICAID_MCO,,OptumRx,UnitedHealthcare Community Plan Virginia (Cardinal Care),UnitedHealthcare,HIGH,https://www.dmas.virginia.gov/media/5987/bin-pcn-group-numbers-7-1-2021-optima-changes-7-2023.pdf,2023-07-01,BIN 610494 RxPCN 4900 Group ACUVA confirmed in DMAS BIN/PCN table for UHC Virginia Medicaid
VA,610279,,SNTRVA,MEDICAID_MCO,,OptumRx,Sentara Health Plans Virginia — Medallion 4.0 and CCC+ (Cardinal Care),Sentara Health Plans,MEDIUM,https://www.sentarahealthplans.com/en/providers/pharmacy/formularies-and-drug-lists,2025-04-01,Sentara Health Plans (merged Virginia Premier + Optima Jan 2024); BIN/PCN not confirmed post-merger — DMAS 2023 table predates Sentara brand; verify current BIN at DMAS updated health plan rx document
TN,001553,TNM,,MEDICAID_MCO,,OptumRx,TennCare MCO (BlueCare / Wellpoint / UHC Community Plan),All TennCare MCOs,HIGH,https://contenthub-aem.optumrx.com/content/dam/contenthub/onboarding/assets/Tenncare/Divison-of-TennCare-Pharmacy-Provider-Manual.pdf,2025-04-01,BIN 001553 PCN TNM confirmed for all TennCare MCO members; OptumRx single processor for all plans; group number not required; 3 MCOs: BlueCare BCBS TN; Wellpoint (Amerigroup); UHC Community Plan
TN,001553,CKDS,,MEDICAID_CHIP,,OptumRx,CoverKids Tennessee CHIP,TennCare,HIGH,https://contenthub-aem.optumrx.com/content/dam/contenthub/onboarding/assets/Tenncare/Divison-of-TennCare-Pharmacy-Provider-Manual.pdf,2025-04-01,BIN 001553 PCN CKDS confirmed for CoverKids CHIP per TennCare Pharmacy Provider Manual
TN,001553,CVRX,,MEDICAID_FFS,,OptumRx,CoverRx Tennessee (uninsured pharmacy assistance),TennCare,HIGH,https://contenthub-aem.optumrx.com/content/dam/contenthub/onboarding/assets/Tenncare/Divison-of-TennCare-Pharmacy-Provider-Manual.pdf,2025-04-01,BIN 001553 PCN CVRX confirmed for CoverRx program per TennCare Pharmacy Provider Manual; not Medicaid but operates under TennCare umbrella
SC,006001,SCFFS,,MEDICAID_FFS,,Prime Therapeutics State Government Solutions,South Carolina Healthy Connections FFS,SCDHHS,LOW,https://southcarolina.fhsc.com/Downloads/provider/SCRx_Payer_Specs.pdf,2025-10-01,SC FFS BIN not confirmed — payer spec PDF binary-unreadable; BIN 006001 placeholder; contact Prime Therapeutics SCprovidersupport@primetherapeutics.com or (800) 834-2680 for current BIN/PCN
SC,003858,MA,WCATCSC,MEDICAID_MCO,,Express Scripts,Absolute Total Care South Carolina (Healthy Connections MCO),Absolute Total Care / Centene,MEDIUM,https://www.absolutetotalcare.com/providers/pharmacy.html,2025-04-01,Centene-family MCO; Express Scripts likely PBM consistent with Centene national pattern; BIN 003858 MA standard ESI Medicaid — group unconfirmed
SC,020107,SC,,MEDICAID_MCO,,Carelon Rx,Healthy Blue South Carolina (Healthy Connections MCO),Healthy Blue / BCBS SC / Elevance,MEDIUM,https://www.healthybluesc.com/providers/pharmacy,2025-04-01,Healthy Blue SC (Anthem/Elevance); Carelon Rx BIN 020107 consistent with other Anthem Medicaid states; PCN SC inferred — verify with plan
SC,610649,03191505,SCHH,MEDICAID_MCO,,Humana Pharmacy,Humana Healthy Horizons South Carolina (Healthy Connections MCO),Humana,MEDIUM,https://www.humana.com/medicaid/south-carolina/coverage/pharmacy,2025-04-01,Humana BIN 610649 confirmed; PCN and group for SC unconfirmed — verify with Humana SC Medicaid provider portal
SC,003858,MA,WCSCMOL,MEDICAID_MCO,,Express Scripts,Molina Healthcare of South Carolina (Healthy Connections MCO),Molina Healthcare,LOW,https://www.scdhhs.gov/partners/managed-care/managed-care-organizations-mco/mco-members,2025-04-01,Molina SC MCO per SCDHHS; Express Scripts historically for Molina — BIN/PCN LOW confidence; verify with Molina SC provider portal
SC,003858,MA,WCSCWC,MEDICAID_MCO,,Express Scripts,WellCare of South Carolina (Healthy Connections MCO),WellCare / Centene,LOW,https://www.scdhhs.gov/partners/managed-care/managed-care-organizations-mco/mco-members,2025-04-01,WellCare SC MCO per SCDHHS; Centene family; BIN/PCN LOW confidence — verify with WellCare SC provider portal
SC,610502,SCFCS,,MEDICAID_MCO,,CVS Caremark,First Choice by Select Health of South Carolina (Healthy Connections MCO),Select Health of SC,LOW,https://www.scdhhs.gov/partners/managed-care/managed-care-organizations-mco/mco-members,2025-04-01,First Choice by Select Health per SCDHHS MCO list; PBM and BIN unconfirmed — verify with Select Health of SC
AL,010107,ALMED,,MEDICAID_FFS,,Gainwell Technologies,Alabama Medicaid FFS,Alabama Medicaid Agency,LOW,https://medicaid.alabama.gov/content/4.0_programs/4.3_Pharmacy-DME/4.3.2_Billing_Policy_Info.aspx,2025-10-01,Alabama primarily FFS; Gainwell fiscal agent confirmed; BIN 010107 placeholder LOW confidence — contact Alabama Medicaid Pharmacy Program (334) 242-5050 or (800) 748-0130 x2020 for confirmed BIN/PCN
KY,026309,KYPROD1,KYF01,MEDICAID_FFS,,MedImpact Healthcare Systems,Kentucky Medicaid Fee-for-Service,CHFS / Kentucky DMS,HIGH,https://kyportal.medimpact.com/medicaid-provider-portal/medicaid-provider-portal-home,2024-01-01,BIN 026309 PCN KYPROD1 Group KYF01 confirmed on official MedImpact KY Medicaid provider portal; effective January 1 2024
KY,023880,KYPROD1,KYM01,MEDICAID_MCO,,MedImpact Healthcare Systems,Kentucky Medicaid MCO (all plans — Aetna / Anthem / Humana / Molina / Passport / UHC / WellCare),All KY Medicaid MCOs,HIGH,https://kyportal.medimpact.com/medicaid-provider-portal/medicaid-provider-portal-home,2021-07-01,BIN 023880 PCN KYPROD1 Group KYM01 confirmed; single MedImpact BIN for ALL Kentucky MCO members regardless of which MCO; effective July 1 2021
KY,023880,KYPROD1,KYM01,MEDICAID_CHIP,,MedImpact Healthcare Systems,Kentucky CHIP (KCHIP) MCO,All KY CHIP MCOs,MEDIUM,https://kyportal.medimpact.com/medicaid-provider-portal/medicaid-provider-portal-home,2021-07-01,KCHIP MCO members likely route through same MedImpact MCO BIN 023880; confirm if CHIP uses separate PCN segment
LA,610591,MCAIDADV,RX881J,MEDICAID_MCO,,CVS Caremark,Aetna Better Health Louisiana (Healthy Louisiana),Aetna Better Health,HIGH,https://ldh.la.gov/assets/docs/BayouHealth/Informational_Bulletins/2025/IB25-27.pdf,2025-10-01,BIN 610591 PCN MCAIDADV Group RX881J confirmed for Aetna LA effective October 1 2025 PBM transition per LDH IB25-27
LA,019595,06030000,,MEDICAID_MCO,,PerformRx,AmeriHealth Caritas Louisiana (Healthy Louisiana),AmeriHealth Caritas,HIGH,https://www.amerihealthcaritasla.com/pharmacy/services.aspx,2025-10-01,BIN 019595 PCN 06030000 confirmed for AmeriHealth Caritas LA; PerformRx processor; no group number used; effective Oct 1 2025
LA,020107,LA,RX8482,MEDICAID_MCO,,Carelon Rx,Healthy Blue Louisiana (Healthy Louisiana),Healthy Blue / Elevance,HIGH,https://ldh.la.gov/assets/docs/BayouHealth/Informational_Bulletins/2025/IB25-27.pdf,2025-10-01,BIN 020107 PCN LA Group RX8482 confirmed for Healthy Blue LA effective October 1 2025 per LDH IB25-27
LA,003858,MA,2ENA,MEDICAID_MCO,,Express Scripts,Louisiana Healthcare Connections (Healthy Louisiana),Louisiana Healthcare Connections / Centene,HIGH,https://ldh.la.gov/assets/docs/BayouHealth/Informational_Bulletins/2025/IB25-27.pdf,2025-10-01,BIN 003858 PCN MA Group 2ENA confirmed for Louisiana Healthcare Connections effective October 1 2025 per LDH IB25-27
LA,610494,4041,ACULA,MEDICAID_MCO,,OptumRx,UnitedHealthcare Community Plan Louisiana (Healthy Louisiana),UnitedHealthcare,HIGH,https://www.uhcprovider.com/content/dam/provider/docs/public/commplan/la/bulletins/LA-Pharmacy-Benefit-Manager-Transition.pdf,2025-10-01,BIN 610494 PCN 4041 Group ACULA confirmed for UHC LA effective October 1 2025 per UHC provider bulletin on LA PBM transition
LA,025986,1214172240,LAMCOPBM,MEDICAID_MCO,,Prime Therapeutics (HISTORICAL),Louisiana Healthy Louisiana All MCOs pre-October-2025,All LA MCOs,HIGH,https://www.lamcopbmpharmacy.com/,2025-09-30,HISTORICAL single-PBM model discontinued October 1 2025; use only for claims with dates of service prior to 10/1/2025
MS,025151,DRMSPROD,,MEDICAID_FFS,,Gainwell Technologies,Mississippi Medicaid FFS,Mississippi DOM,HIGH,https://medicaid.ms.gov/medicaid-to-implement-single-pharmacy-benefit-administrator-july-1/,2024-07-01,BIN 025151 PCN DRMSPROD confirmed for ALL Mississippi Medicaid claims (FFS + MSCAN + MSCHIP) effective July 1 2024; Gainwell single PBA
MS,025151,DRMSPROD,,MEDICAID_MCO,,Gainwell Technologies,MississippiCAN — all MCOs (Magnolia Health / Molina / UHC),All MSCAN MCOs,HIGH,https://medicaid.ms.gov/medicaid-to-implement-single-pharmacy-benefit-administrator-july-1/,2024-07-01,All MississippiCAN MCO members also bill BIN 025151 PCN DRMSPROD to Gainwell effective July 1 2024; MCO-specific BINs discontinued; call Gainwell at 833-660-2402
MS,025151,DRMSPROD,,MEDICAID_CHIP,,Gainwell Technologies,Mississippi CHIP (MSCHIP),Mississippi DOM,HIGH,https://medicaid.ms.gov/medicaid-to-implement-single-pharmacy-benefit-administrator-july-1/,2024-07-01,MSCHIP also routes to Gainwell BIN 025151 PCN DRMSPROD effective July 1 2024
