state,bin,pcn,group_number,plan_type,plan_subtype,pbm_name,plan_name,mco_name,confidence,source,source_date,notes
HI,003858,MA,,MEDICAID_MCO,,Express Scripts,Ohana Health Plan QUEST Integration,Ohana Health Plan (Centene),MEDIUM,https://www.ohanahealthplan.com/members/medicaid/quest-medicaid/overview.html,2025-01-01,Centene subsidiary; Express Scripts likely PBM; BIN 003858 inferred from Centene network; verify with Ohana 1-888-846-4262
# Hawaii QUEST Integration — UnitedHealthcare Community Plan
HI,610494,4500,ACUHI,MEDICAID_MCO,,OptumRx,UnitedHealthcare Community Plan Hawaii QUEST,UnitedHealthcare Community Plan of Hawaii,MEDIUM,https://www.uhcprovider.com/en/health-plans-by-state/hawaii-health-plans/hi-comm-plan-home/hi-cp-pharmacy.html,2025-01-01,OptumRx PBM; BIN 610494 PCN 4500 from 2024 QRG reference; group ACUHI inferred; verify current values with UHC Hawaii 1-888-980-8728
# Alaska Medicaid FFS — Conduent/Gainwell (FFS only; no MCOs in AK)
AK,610501,DRAKPROD,AKCAID,MEDICAID_FFS,,Conduent / Gainwell Technologies,Alaska Medicaid FFS,,MEDIUM,https://manuals.medicaidalaska.com/docs/pharmacy.htm,2025-01-01,Alaska is FFS-only (no Medicaid MCOs); Conduent is MMIS vendor; BIN 610501 and PCN DRAKPROD inferred from Alaska Medicaid pharmacy billing structure; Magellan Rx handles DUR; verify from official Alaska Medicaid payer sheet at medicaidalaska.com
# North Dakota Medicaid FFS — Acentra Health / DXC Technology
ND,610164,DRNDPROD,NDMEDICAID,MEDICAID_FFS,,DXC Technology / Acentra Health,North Dakota Medicaid FFS,,MEDIUM,https://www.hhs.nd.gov/healthcare/medicaid/provider/pharmacy,2025-01-01,Payer sheet at hhs.nd.gov references BIN/PCN/Group; BIN 610164 PCN DRNDPROD Group NDMEDICAID inferred from ND MMIS structure (Acentra Health is prior auth vendor; DXC Technology is MMIS vendor); verify from official ND payer sheet download
# North Dakota Medicaid Expansion — Sanford Health Plan (was contractor; BCBSND took over 2022)
ND,,,BCBSND_EXP,MEDICAID_MCO,EXPANSION,BCBS Pharmacy Network,North Dakota Medicaid Expansion Blue Cross Blue Shield ND,Blue Cross Blue Shield of North Dakota,LOW,https://insurdinary.com/insurance/us-healthcare-plans-by-state/north-dakota-medicaid/,2025-01-01,Medicaid expansion managed by BCBSND since 2022; pharmacy BIN/PCN not publicly sourced; most ND Medicaid is FFS; expansion MCO pharmacy verify from BCBSND directly
# ============================================================
# GAP NOTES:
# TX: 8 MCOs (Community Health Choice, Cook Children's, Dell Children's, Driscoll, El Paso Health,
#     FirstCare, Parkland, Texas Children's) lack confirmed BIN/PCN — BIN data is gated behind
#     txvendordrug.com MCO search which blocked automated access (403).
#     Recommend: pull txvendordrug.com/searches/mco-search directly with authenticated browser session.
# OK: SoonerCare FFS payer sheet PDF at oklahoma.gov is compressed and unextractable via WebFetch.
#     BIN 019876/PCN DROKPROD is estimated; verify from OHCA at 800-522-0114 option 4.
# AR: Summit Community Care PASSE and Empower PASSE BINs not publicly listed.
# AR: ARHOME BINs for BCBS AR and Ambetter inferred from PBM network; verify from member ID cards.
# MD: 4 of 9 MCOs (CareFirst, MedStar, Jai, Maryland Physicians Care) lack confirmed BIN.
# HI: HMSA, Kaiser, Ohana, UHC BINs are inferred/partially confirmed; AlohaCare is HIGH confidence.
# AK: FFS only state; BIN/PCN inferred — official payer sheet at medicaidalaska.com unavailable
#     via automated fetch (ECONNREFUSED). Verify with Alaska DOH at 800-780-9972.
# ND: Payer sheet PDF at hhs.nd.gov returned 404; BIN/PCN inferred. Verify from
#     hhs.nd.gov pharmacy page or email medicaidpharmacy@nd.gov.
# NM: Turquoise Care replaced Centennial Care effective 7/1/2024. All 4 active MCOs confirmed HIGH.
# WV: Pharmacy fully carved out of Mountain Health Trust MCO contracts — 1 FFS BIN applies to all.
# ============================================================
