state,bin,pcn,group_number,plan_type,plan_subtype,pbm_name,plan_name,mco_name,confidence,source,source_date,notes
CA,022659,6334225,MEDICALRX,MEDICAID_MCO,PHARMACY_CARVEOUT,Magellan Medicaid Administration,Medi-Cal Rx - San Francisco Health Plan,San Francisco Health Plan,HIGH,https://www.sfhp.org/providers/pharmacy-services/medi-cal-rx/,2025-01-01,SFHP pharmacy carved out to Medi-Cal Rx effective 2022-01-01; SFHP issued new member cards with CIN number.
CA,022659,6334225,MEDICALRX,MEDICAID_MCO,PHARMACY_CARVEOUT,Magellan Medicaid Administration,Medi-Cal Rx - Alameda Alliance,Alameda Alliance for Health,HIGH,https://medi-calrx.dhcs.ca.gov/home/,2025-01-01,Alameda Alliance pharmacy carved out to Medi-Cal Rx.
CA,022659,6334225,MEDICALRX,MEDICAID_MCO,PHARMACY_CARVEOUT,Magellan Medicaid Administration,Medi-Cal Rx - Contra Costa Health Plan,Contra Costa Health Plan,HIGH,https://medi-calrx.dhcs.ca.gov/home/,2025-01-01,Contra Costa Health Plan pharmacy carved out to Medi-Cal Rx.
CA,022659,6334225,MEDICALRX,MEDICAID_MCO,PHARMACY_CARVEOUT,Magellan Medicaid Administration,Medi-Cal Rx - CenCal Health,CenCal Health (Santa Barbara/SLO),HIGH,https://medi-calrx.dhcs.ca.gov/home/,2025-01-01,CenCal Health pharmacy carved out to Medi-Cal Rx.
CA,022659,6334225,MEDICALRX,MEDICAID_MCO,PHARMACY_CARVEOUT,Magellan Medicaid Administration,Medi-Cal Rx - Central CA Alliance,Central California Alliance for Health,HIGH,https://thealliance.health/for-providers/manage-care/pharmacy-services/medi-cal-rx/,2025-01-01,Central CA Alliance (Monterey/Santa Cruz/Merced) pharmacy carved out to Medi-Cal Rx.
CA,022659,6334225,MEDICALRX,MEDICAID_MCO,PHARMACY_CARVEOUT,Magellan Medicaid Administration,Medi-Cal Rx - Gold Coast,Gold Coast Health Plan (Ventura),HIGH,https://www.goldcoasthealthplan.org/for-providers/pharmacy-services-for-providers/,2025-01-01,Gold Coast Health Plan pharmacy carved out to Medi-Cal Rx.
CA,022659,6334225,MEDICALRX,MEDICAID_MCO,PHARMACY_CARVEOUT,Magellan Medicaid Administration,Medi-Cal Rx - Kern Family Health Care,Kern Family Health Care,HIGH,https://medi-calrx.dhcs.ca.gov/home/,2025-01-01,KFHC (Kern County) pharmacy carved out to Medi-Cal Rx.
CA,022659,6334225,MEDICALRX,MEDICAID_MCO,PHARMACY_CARVEOUT,Magellan Medicaid Administration,Medi-Cal Rx - San Mateo Health Plan,San Mateo Health Plan,HIGH,https://medi-calrx.dhcs.ca.gov/home/,2025-01-01,San Mateo Health Plan pharmacy carved out to Medi-Cal Rx.
CA,022659,6334225,MEDICALRX,MEDICAID_MCO,PHARMACY_CARVEOUT,Magellan Medicaid Administration,Medi-Cal Rx - Community Health Group,Community Health Group (San Diego),HIGH,https://medi-calrx.dhcs.ca.gov/home/,2025-01-01,Community Health Group pharmacy carved out to Medi-Cal Rx.
CA,022659,6334225,MEDICALRX,MEDICAID_MCO,PHARMACY_CARVEOUT,Magellan Medicaid Administration,Medi-Cal Rx - Health Plan of San Joaquin,Health Plan of San Joaquin,HIGH,https://medi-calrx.dhcs.ca.gov/home/,2025-01-01,HPSJ pharmacy carved out to Medi-Cal Rx.
CA,022659,6334225,MEDICALRX,MEDICAID_MCO,PHARMACY_CARVEOUT,Magellan Medicaid Administration,Medi-Cal Rx - Community Health Plan of Imperial Valley,Community Health Plan of Imperial Valley,HIGH,https://medi-calrx.dhcs.ca.gov/home/,2025-01-01,CHIPIV pharmacy carved out to Medi-Cal Rx.
CA,022659,6334225,MEDICALRX,MEDICAID_MCO,PHARMACY_CARVEOUT,Magellan Medicaid Administration,Medi-Cal Rx - Rady Children's Network,Rady Children's Health Network,HIGH,https://medi-calrx.dhcs.ca.gov/home/,2025-01-01,Rady Children's pharmacy carved out to Medi-Cal Rx.
CA,022659,6334225,MEDICALRX,MEDICAID_MCO,PHARMACY_CARVEOUT,Magellan Medicaid Administration,Medi-Cal Rx - Blue Shield of CA Promise,Blue Shield of CA Promise Health Plan,HIGH,https://medi-calrx.dhcs.ca.gov/home/,2025-01-01,Blue Shield CA Promise pharmacy carved out to Medi-Cal Rx.
CA,022659,6334225,MEDICALRX,MEDICAID_MCO,PHARMACY_CARVEOUT,Magellan Medicaid Administration,Medi-Cal Rx - Anthem Blue Cross of CA Promise,Anthem Blue Cross of CA Promise Health Plan,HIGH,https://medi-calrx.dhcs.ca.gov/home/,2025-01-01,Anthem Promise pharmacy carved out to Medi-Cal Rx.
CA,022659,6334225,MEDICALRX,MEDICAID_MCO,PHARMACY_CARVEOUT,Magellan Medicaid Administration,Medi-Cal Rx - Molina (San Diego),Molina Healthcare of CA - San Diego,HIGH,https://medi-calrx.dhcs.ca.gov/home/,2025-01-01,Molina SD pharmacy carved out to Medi-Cal Rx.
CA,022659,6334225,MEDICALRX,MEDICAID_MCO,PHARMACY_CARVEOUT,Magellan Medicaid Administration,Medi-Cal Rx - L.A. Care + Plan Partners,L.A. Care Plan Partners (Anthem/Blue Shield),HIGH,https://www.lacare.org/health-plans/medi-cal/plan-partners,2025-01-01,L.A. Care Plan Partners (Anthem Blue Cross; Blue Shield) use same Medi-Cal Rx BIN 022659.
CA,022659,6334225,MEDICALRX,MEDICAID_CHIP,PHARMACY_CARVEOUT,Magellan Medicaid Administration,Medi-Cal Rx - CHIP,N/A (CA CHIP integrated into Medi-Cal),HIGH,https://www.coveredca.com/support/getting-started/medi-cal-and-chip/,2025-01-01,California CHIP fully integrated into Medi-Cal as of 2013; uses same Medi-Cal Rx BIN 022659.
WA,024822,DRWAPROD,CAID,MEDICAID_FFS,,DXC Technology,Apple Health FFS,,HIGH,https://www.hca.wa.gov/assets/billers-and-providers/Plan_Billing_Info.pdf,2025-12-23,Washington Apple Health fee-for-service unmanaged pharmacy billing. Document last updated 2025-12-23.
WA,003858,A4,L57A,MEDICAID_MCO,,Catamaran/Navitus,Apple Health - Community Health Plan of WA,Community Health Plan of Washington (CHPW),HIGH,https://www.hca.wa.gov/assets/billers-and-providers/Plan_Billing_Info.pdf,2025-12-23,CHPW Apple Health Integrated Managed Care (IMC). BIN/PCN from HCA Plan Billing document 12/23/2025.
WA,003858,A4,AH2,MEDICAID_MCO,,Catamaran/Navitus,Apple Health - Community Health Plan of WA Expansion,Community Health Plan of Washington (Apple Health Expansion),HIGH,https://www.hca.wa.gov/assets/billers-and-providers/Plan_Billing_Info.pdf,2025-12-23,CHPW Apple Health Expansion (AHE) plan. Group AH2 differentiates from standard IMC plan.
WA,003858,MA,2FEA,MEDICAID_MCO,,Catamaran/Navitus,Apple Health - Coordinated Care of Washington,Coordinated Care of Washington Inc (Centene),HIGH,https://www.hca.wa.gov/assets/billers-and-providers/Plan_Billing_Info.pdf,2025-12-23,Coordinated Care of Washington Apple Health IMC plan.
WA,003858,APHE,AP2FEA,MEDICAID_MCO,,Catamaran/Navitus,Apple Health - Coordinated Care Expansion,Coordinated Care of Washington Inc - Apple Health Expansion,HIGH,https://www.hca.wa.gov/assets/billers-and-providers/Plan_Billing_Info.pdf,2025-12-23,Coordinated Care Apple Health Expansion plan. Group AP2FEA differentiates from standard IMC.
WA,004336,MCAIDADV,RX0540,MEDICAID_MCO,,CarelonRx,Apple Health - Molina Healthcare WA IMC,Molina Healthcare of Washington,HIGH,https://www.hca.wa.gov/assets/billers-and-providers/Plan_Billing_Info.pdf,2025-12-23,Molina WA Apple Health Integrated Managed Care. CarelonRx (formerly IngenioRx/Anthem) is Molina's PBM. Group RX0540.
WA,012114,COBADV,RX0540,MEDICAID_DUAL,,CarelonRx,Apple Health - Molina WA COB (Medicare Part D primary),Molina Healthcare of Washington,HIGH,https://www.hca.wa.gov/assets/billers-and-providers/Plan_Billing_Info.pdf,2025-12-23,Molina WA coordination of benefits secondary to Medicare Part D. Group may also be RX0542/RX0543/RX0828/RX0574.
WA,013089,COMADV,RX0540,MEDICAID_DUAL,,CarelonRx,Apple Health - Molina WA COB (secondary),Molina Healthcare of Washington,HIGH,https://www.hca.wa.gov/assets/billers-and-providers/Plan_Billing_Info.pdf,2025-12-23,Molina WA COB secondary (non-Part-D primary). Multiple group codes RX0540/RX0542/RX0543/RX0574/RX0828.
WA,,9999,,MEDICAID_MCO,,OptumRx,Apple Health - UnitedHealthcare Community Plan WA,UnitedHealthcare Community Plan of Washington,MEDIUM,https://www.uhcprovider.com/en/health-plans-by-state/washington-health-plans/wa-comm-plan-home/wa-cp-pharmacy.html,2025-01-01,UHC WA Apple Health IMC. PCN 9999 referenced from search results; full BIN not confirmed from public sources. Verify via UHC provider portal.
WA,,,,MEDICAID_MCO,,Wellpoint PBM,Apple Health - Wellpoint Washington (formerly Amerigroup),Wellpoint Washington Inc (formerly Amerigroup WA),MEDIUM,https://www.provider.wellpoint.com/washington-provider/member-eligibility-and-pharmacy/pharmacy-information,2025-01-01,Wellpoint WA (formerly Amerigroup; formerly Anthem) Apple Health plan. BIN/PCN not found in public sources. Renamed from Amerigroup to Wellpoint 2024.
OR,014203,ORDHSFFS,,MEDICAID_FFS,,Gainwell Technologies,Oregon Health Plan FFS (OHA open card),,HIGH,https://www.oregon.gov/oha/HSD/OHP/tools/Oregon%20Medicaid%20Pharmacy%20Quick%20Reference.pdf,2025-07-01,Oregon Health Plan fee-for-service (open card) pharmacy billing. Effective July 1 2025 Quick Reference. PBM phone 888-202-2126.
OR,003585,38060,,MEDICAID_MCO,,MedImpact/SXC,Oregon Health Plan - AllCare CCO,AllCare CCO Inc (Southern Oregon),HIGH,https://advancedhealth.com/wp-content/uploads/2019/12/Oregon-Medicaid-Pharmacy-Quick-Reference-2020.pdf,2020-01-01,AllCare CCO (Jackson/Josephine/Curry counties). PBM phone 800-788-2949. Confirm 2025 rates via OHA Quick Reference effective July 2025.
OR,003585,38900,,MEDICAID_MCO,,MedImpact/SXC,Oregon Health Plan - Advanced Health CCO,Advanced Health (Coos/Curry/Douglas),HIGH,https://advancedhealth.com/wp-content/uploads/2019/12/Oregon-Medicaid-Pharmacy-Quick-Reference-2020.pdf,2020-01-01,Advanced Health CCO. PBM phone 800-788-2949. Verify 2025 via OHA Quick Reference.
OR,003585,38960,,MEDICAID_MCO,,MedImpact/SXC,Oregon Health Plan - Cascade Health Alliance,Cascade Health Alliance (Klamath),HIGH,https://advancedhealth.com/wp-content/uploads/2019/12/Oregon-Medicaid-Pharmacy-Quick-Reference-2020.pdf,2020-01-01,Cascade Health Alliance CCO. PBM phone 800-788-2949. Verify 2025 via OHA Quick Reference.
OR,003585,38920,,MEDICAID_MCO,,MedImpact/SXC,Oregon Health Plan - Umpqua Health Alliance,Umpqua Health Alliance (Douglas County),HIGH,https://advancedhealth.com/wp-content/uploads/2019/12/Oregon-Medicaid-Pharmacy-Quick-Reference-2020.pdf,2020-01-01,Umpqua Health Alliance CCO. PBM phone 800-788-2949. Verify 2025 via OHA Quick Reference.
OR,610011,IRX,CORMCAID,MEDICAID_MCO,,CareOregon/MedImpact,Oregon Health Plan - CareOregon (Health Share - CareOregon zone),CareOregon (Health Share of Oregon - CareOregon),HIGH,https://advancedhealth.com/wp-content/uploads/2019/12/Oregon-Medicaid-Pharmacy-Quick-Reference-2020.pdf,2020-01-01,CareOregon zone of Health Share of Oregon. PBM phone 844-245-0449 (2025: 503-416-4100 / 800-224-4840). Group CORMCAID.
OR,610011,IRX,CORMCAID,MEDICAID_MCO,,CareOregon/MedImpact,Oregon Health Plan - Columbia Pacific CCO,Columbia Pacific CCO (CareOregon),HIGH,https://advancedhealth.com/wp-content/uploads/2019/12/Oregon-Medicaid-Pharmacy-Quick-Reference-2020.pdf,2020-01-01,Columbia Pacific CCO uses CareOregon PBM. Same BIN/PCN/Group as CareOregon plans.
OR,610011,IRX,SAMCAID,MEDICAID_MCO,,CareOregon/MedImpact,Oregon Health Plan - InterCommunity Health Network,InterCommunity Health Network CCO (Samaritan),HIGH,https://advancedhealth.com/wp-content/uploads/2019/12/Oregon-Medicaid-Pharmacy-Quick-Reference-2020.pdf,2020-01-01,InterCommunity Health Network (Linn/Benton/Lincoln). Group SAMCAID (Samaritan affiliation). PBM phone 866-633-4701.
OR,610602,MCD,10009552,MEDICAID_MCO,,Moda Health,Oregon Health Plan - Eastern Oregon CCO,Eastern Oregon Coordinated Care Organization (EOCCO),HIGH,https://advancedhealth.com/wp-content/uploads/2019/12/Oregon-Medicaid-Pharmacy-Quick-Reference-2020.pdf,2020-01-01,Eastern Oregon CCO (Moda Health). PBM phone 844-268-9789. Group 10009552.
OR,004336,ADV,RX6156,MEDICAID_MCO,,CarelonRx (formerly IngenioRx),Oregon Health Plan - Health Share Legacy/PacificSource,Health Share of Oregon - PacificSource Legacy,HIGH,https://advancedhealth.com/wp-content/uploads/2019/12/Oregon-Medicaid-Pharmacy-Quick-Reference-2020.pdf,2020-01-01,PacificSource zone of Health Share of Oregon. PBM phone 855-228-6229. Note: PacificSource announced 2025 Medicaid exit; verify current status.
OR,004336,MCAIDADV,RX5461,MEDICAID_MCO,,CarelonRx,Oregon Health Plan - Trillium Community Health Plan,Trillium Community Health Plan (Lane County),HIGH,https://advancedhealth.com/wp-content/uploads/2019/12/Oregon-Medicaid-Pharmacy-Quick-Reference-2020.pdf,2020-01-01,Trillium CHN (Eugene/Lane County). PBM phone 866-843-5126. Group RX5461.
OR,600428,07870000,YCCOPHTK,MEDICAID_MCO,,Yamhill Community Care,Oregon Health Plan - Yamhill Community Care,Yamhill Community Care Organization,HIGH,https://advancedhealth.com/wp-content/uploads/2019/12/Oregon-Medicaid-Pharmacy-Quick-Reference-2020.pdf,2020-01-01,Yamhill Community Care CCO. PBM phone 877-216-3644. Group YCCOPHTK.
OR,017142,38900,,MEDICAID_MCO,,MedImpact/SXC,Oregon Health Plan - Jackson Care Connect (historical),Jackson Care Connect (CareOregon/Jackson County),MEDIUM,https://advancedhealth.com/wp-content/uploads/2019/12/Oregon-Medicaid-Pharmacy-Quick-Reference-2020.pdf,2020-01-01,Jackson Care Connect CCO managed by CareOregon. BIN 017142 from 2020 Quick Reference. Verify 2025 values via OHA pharmacy Quick Reference or provider contact 503-416-4100.
OR,,,,MEDICAID_MCO,,TBD,Oregon Health Plan - PacificSource Central Oregon,PacificSource Community Solutions (Central Oregon),LOW,https://pacificsource.com/medicaid/about-medicaidohp/our-coordinated-care-organizations,2025-01-01,PacificSource Central Oregon CCO. BIN/PCN not obtained from public sources. PacificSource announced 2025 Medicaid exit; verify current CCO status with OHA.
OR,,,,MEDICAID_MCO,,TBD,Oregon Health Plan - PacificSource Columbia Gorge,PacificSource Community Solutions (Columbia Gorge),LOW,https://pacificsource.com/medicaid/about-medicaidohp/our-coordinated-care-organizations,2025-01-01,PacificSource Columbia Gorge CCO. BIN/PCN not obtained. Verify current CCO status.
OR,,,,MEDICAID_MCO,,TBD,Oregon Health Plan - PacificSource Lane,PacificSource Community Solutions (Lane),LOW,https://pacificsource.com/medicaid/about-medicaidohp/our-coordinated-care-organizations,2025-01-01,PacificSource Lane CCO. Verify current CCO status given 2025 Medicaid exit announcement.
OR,,,,MEDICAID_MCO,,TBD,Oregon Health Plan - PacificSource Marion-Polk,PacificSource Community Solutions (Marion-Polk),LOW,https://pacificsource.com/medicaid/about-medicaidohp/our-coordinated-care-organizations,2025-01-01,PacificSource Marion-Polk CCO. Verify current CCO status given 2025 Medicaid exit announcement.
OR,,,,MEDICAID_MCO,,TBD,Oregon Health Plan - Rogue Community Health,Rogue Community Health CCO,LOW,https://www.oregon.gov/oha/hsd/ohp/pages/coordinated-care-organizations.aspx,2025-01-01,Rogue Community Health CCO. BIN/PCN not found in public sources. Contact OHA for current values.
CO,,,,MEDICAID_FFS,,MedImpact Healthcare Systems (formerly Prime Therapeutics/Magellan),Health First Colorado FFS,,MEDIUM,https://hcpf.colorado.gov/pharmacy-resources,2026-04-01,BIN/PCN unchanged during transition from Prime Therapeutics (Magellan) to MedImpact effective 2026-04-01. Specific BIN/PCN not published in public search results; confirmed to remain same. Access via HCPF Pharmacy Resources page. MedImpact claims: fax 833-465-8958 or PO Box 509098 San Diego CA 92150.
UT,610830,REALRXHU,,MEDICAID_MCO,,RealRx/UH Health Plans,Utah Medicaid - Healthy U,Healthy U (University of Utah Health Plans),HIGH,https://medicaid-documents.dhhs.utah.gov/Documents/pdfs/January2022-MIB.pdf,2022-01-01,Healthy U ACO Utah Medicaid managed care. BIN 610830 PCN RealRxHU confirmed.
UT,610830,RRXHCU,,MEDICAID_MCO,,RealRx,Utah Medicaid - Health Choice Utah,Health Choice Utah ACO,HIGH,https://medicaid-documents.dhhs.utah.gov/Documents/pdfs/January2022-MIB.pdf,2022-01-01,Health Choice Utah ACO. BIN 610830 PCN RRXHCU.
UT,004336,MCAIDADV,RX0415,MEDICAID_MCO,,CarelonRx (formerly IngenioRx),Utah Medicaid - Molina Healthcare,Molina Healthcare of Utah,HIGH,https://medicaid-documents.dhhs.utah.gov/Documents/pdfs/January2022-MIB.pdf,2022-01-01,Molina Healthcare Utah Medicaid ACO. BIN 004336 PCN MCAIDADV Group RX0415.
UT,800008,606,U1000008,MEDICAID_MCO,,Navitus Health Solutions,Utah Medicaid - SelectHealth Community Care,SelectHealth Community Care,HIGH,https://medicaid-documents.dhhs.utah.gov/Documents/pdfs/January2022-MIB.pdf,2022-01-01,SelectHealth Community Care (Intermountain Health). BIN 800008 PCN 606 Group U1000008.
NV,024888,683377,NVMEDICAID,MEDICAID_FFS,,Prime Therapeutics State Government Solutions LLC,Nevada Medicaid FFS (Nevada Check Up),,HIGH,https://nv.primetherapeutics.com/cms/nvm/static-assets/documents2/document/NV_D0_Payer_Specs.pdf,2022-10-01,Nevada Medicaid and Nevada Check Up FFS. Prime Therapeutics plan name/group: Nevada. Group name NVMEDICAID. Note: Nevada transitioning MCO structure 2026.
NV,,,,MEDICAID_MCO,,Anthem BCBS,Nevada Medicaid - Anthem Blue Cross Blue Shield Healthcare Solutions,Anthem Blue Cross Blue Shield Healthcare Solutions,MEDIUM,https://www.medicaid.nv.gov/providers/MCOinfo/,2025-01-01,Nevada Medicaid MCO. BIN/PCN not found in public sources. Contact Anthem provider services 844-396-2330. Pharmacy handled through Anthem/Wellpoint PBM.
NV,,,,MEDICAID_MCO,,UHC OptumRx,Nevada Medicaid - Health Plan of Nevada,Health Plan of Nevada (UHC subsidiary),MEDIUM,https://www.medicaid.nv.gov/providers/MCOinfo/,2025-01-01,Nevada Medicaid MCO. BIN/PCN not found in public sources. Contact HPN 800-962-8074. Pharmacy through OptumRx.
NV,,,,MEDICAID_MCO,,CarelonRx,Nevada Medicaid - Molina Healthcare of Nevada,Molina Healthcare of Nevada Inc,MEDIUM,https://www.medicaid.nv.gov/providers/MCOinfo/,2025-01-01,Nevada Medicaid MCO. Contact Molina NV 833-685-2102. BIN/PCN not found in public sources. Likely BIN 004336 (Molina standard) but not confirmed.
NV,,,,MEDICAID_MCO,,Centene PBM,Nevada Medicaid - SilverSummit Healthplan,SilverSummit Healthplan (Centene subsidiary),MEDIUM,https://www.silversummithealthplan.com/providers/pharmacy.html,2025-04-10,Nevada Medicaid MCO. Centene subsidiary. BIN/PCN not found in public sources. SilverSummit awarded 5-yr contract 2025-04-10 beginning 2026-01-01. Contact 844-366-2880.
ID,,,,MEDICAID_FFS,,Prime Therapeutics State Government Solutions,Idaho Medicaid FFS,,MEDIUM,https://idaho.fhsc.com/,2025-01-01,Idaho Medicaid pharmacy administered by Prime Therapeutics via FHSC platform. Specific BIN/PCN not published in public sources. Contact Idaho Medicaid Pharmacy 866-827-9967. Prime payer sheets at primetherapeutics.com/payer-sheets.
ID,,,,MEDICAID_MCO,,UHC OptumRx,Idaho Medicaid Plus - UnitedHealthcare Community Plan,UnitedHealthcare Community Plan (Idaho Medicaid Plus),MEDIUM,https://www.uhc.com/communityplan/idaho/plans/medicaid/idaho-plus/find-a-provider-or-pharmacy,2025-01-01,Idaho Medicaid Plus managed care. UHC Idaho Medicaid Plus plan. BIN/PCN not found in public sources.
MT,610084,DRMTPROD,,MEDICAID_FFS,,Gainwell Technologies (formerly DXC/HP),Montana Healthcare Programs (Medicaid/MHSP/HMK/HELP),,HIGH,https://medicaidprovider.mt.gov/docs/pharmacy/2021pharm/NCPDPPayerSheet03242021v1.pdf,2021-03-24,Montana FFS Medicaid; also covers Montana Mental Health Services Plan (MHSP); Healthy Montana Kids (HMK); Montana HELP. BIN 610084 PCN DRMTPROD (production). Test PCN: DRMTUA01. Montana is FFS only with no MCOs.
WY,,,,MEDICAID_FFS,,Change Healthcare / OptumRx (transition 2026-04-15),Wyoming Medicaid FFS,,MEDIUM,https://www.wymedicaid.org/,2024-10-10,Wyoming Medicaid FFS pharmacy. Change Healthcare is current PBM; OptumRx taking over 2026-04-15. BIN/PCN not found in public sources. Contact WY Pharmacy Help Desk 877-209-1264 or pba_wyprovider@optum.com. Wyoming is FFS only with no MCOs.
SD,601574,,,MEDICAID_FFS,,OptumRx,South Dakota Medicaid FFS,,HIGH,https://dss.sd.gov/medicaid/providers/programinfo/pharmacy/,2025-01-01,South Dakota Medicaid processor BIN 601574 assigned by ANSI. OptumRx processes claims effective 2017-11-13. PCN/Group not published on state website. Contact OptumRx 855-401-4262. South Dakota is primarily FFS.
PR,,,,MEDICAID_MCO,,Abarca Health,Puerto Rico Medicaid Plan Vital - First Medical Health Plan,First Medical Health Plan (Puerto Rico),LOW,https://www.abarcahealth.com/abarca-selected-as-pbm-for-vital-an-ases-medicaid-program-in-puerto-rico/,2022-05-01,Puerto Rico Medicaid (Plan Vital / ASES Government Health Plan). PBM is Abarca Health effective 2022-05-01. BIN/PCN not published in public sources. Contact First Medical 844-347-7800. 1.3M Medicaid members.
PR,,,,MEDICAID_MCO,,Abarca Health,Puerto Rico Medicaid Plan Vital - MMM Multi Health,MMM Multi Health (Puerto Rico),LOW,https://www.abarcahealth.com/abarca-selected-as-pbm-for-vital-an-ases-medicaid-program-in-puerto-rico/,2022-05-01,Puerto Rico Medicaid Plan Vital MCO. Abarca Health PBM for ASES. BIN/PCN not published. Contact MMM 844-336-3331.
PR,,,,MEDICAID_MCO,,Abarca Health,Puerto Rico Medicaid Plan Vital - Plan de Salud Menonita,Plan de Salud Menonita (Puerto Rico),LOW,https://www.menonitavital.com/en/vital/,2022-05-01,Puerto Rico Medicaid Plan Vital MCO (non-profit central/rural PR). Abarca Health PBM. BIN/PCN not published. Contact Menonita 866-600-4753.
PR,,,,MEDICAID_MCO,,Abarca Health,Puerto Rico Medicaid Plan Vital - Triple-S Salud,Triple-S Salud Inc (Puerto Rico),LOW,https://salud.grupotriples.com/en/,2022-05-01,Puerto Rico Medicaid Plan Vital MCO. Abarca Health PBM. BIN/PCN not published. Contact Triple-S 800-981-1352. Note: PR is US territory with separate Medicaid funding cap.
VI,,,,MEDICAID_FFS,,VIMMIS (DXC Technology),US Virgin Islands Medicaid FFS,,LOW,https://dhs.vi.gov/office-of-medicaid/,2025-01-01,USVI Medicaid program administered by Department of Human Services. VIMMIS system (vimmis.com). BIN/PCN not found in any public source. Exhaustive search: searched medicaid.gov USVI page; MACPAC USVI brief; DHS USVI site; VIMMIS portal page. No pharmacy BIN/PCN published publicly. Contact VIMMIS 340-715-6929 or vimmis@dhs.vi.gov.
GU,,,,MEDICAID_FFS,,New PBM (launched 2025-09-01),Guam Medicaid FFS,,LOW,https://www.macpac.gov/publication/medicaid-and-chip-in-guam/,2025-09-01,Guam Medicaid (Dept of Public Health and Social Services). New PBM system launched 2025-09-01 with $39M federal funding. BIN/PCN not found in public sources. Exhaustive search: searched macpac.gov Guam brief; medicaid.gov Guam page; sgrxhealth.com; CMS documents. No pharmacy BIN/PCN published. Contact Guam DPHSS directly.
